radon	uranium	base	county
2.163323026	0.658327	0.5	61
2.32238772	0.658327	0.5	61
0.693147181	1.44242	0.5	62
1.360976553	1.44242	0.5	62
2.014903021	1.44242	0.5	62
2.197224577	1.44242	0.5	62
3.034952987	1.44242	0.5	62
1.774952351	1.46313	-0.5	63
0.78845736	1.46313	0.5	63
1.808288771	1.46313	0.5	63
1.131402111	1.21306	0.5	64
1.547562509	1.21306	0.5	64
1.568615918	1.21306	0.5	64
1.648658626	1.21306	0.5	64
1.740466175	1.21306	0.5	64
1.871802177	1.21306	0.5	64
2.054123734	1.21306	0.5	64
2.104134154	1.21306	0.5	64
2.282382386	1.21306	0.5	64
2.949688335	1.21306	0.5	64
0.530628251	1.69558	0.5	65
2.140066163	1.69558	0.5	65
0.262364264	0.808928	-0.5	66
0.587786665	0.808928	-0.5	66
1.30833282	0.808928	-0.5	66
1.458615023	0.808928	-0.5	66
1.481604541	0.808928	-0.5	66
0.182321557	0.808928	0.5	66
1.029619417	0.808928	0.5	66
1.16315081	0.808928	0.5	66
1.252762968	0.808928	0.5	66
1.30833282	0.808928	0.5	66
1.410986974	0.808928	0.5	66
1.808288771	0.808928	0.5	66
2.341805806	0.808928	0.5	66
2.442347035	0.808928	0.5	66
2.219203484	1.06515	-0.5	67
0.262364264	1.06515	0.5	67
0.741937345	1.06515	0.5	67
0.78845736	1.06515	0.5	67
1.193922468	1.06515	0.5	67
1.481604541	1.06515	0.5	67
1.704748092	1.06515	0.5	67
2.332143895	1.06515	0.5	67
2.442347035	1.06515	0.5	67
3.230804396	1.06515	0.5	67
0.530628251	0.504879	0.5	68
0.875468737	0.504879	0.5	68
1.064710737	0.504879	0.5	68
1.16315081	0.504879	0.5	68
1.193922468	0.504879	0.5	68
1.568615918	0.504879	0.5	68
1.648658626	0.504879	0.5	68
0.470003629	1.26771	0.5	69
1.410986974	1.26771	0.5	69
1.589235205	1.26771	0.5	69
1.62924054	1.26771	0.5	69
-0.693147181	0.622088	-0.5	73
-0.510825624	0.622088	-0.5	73
0	0.622088	-0.5	73
0.182321557	0.622088	-0.5	73
0.587786665	0.622088	-0.5	73
-1.203972804	0.622088	0.5	73
-0.510825624	0.622088	0.5	73
-0.356674944	0.622088	0.5	73
-0.223143551	0.622088	0.5	73
-0.223143551	0.622088	0.5	73
-0.223143551	0.622088	0.5	73
-0.105360516	0.622088	0.5	73
-0.105360516	0.622088	0.5	73
-0.105360516	0.622088	0.5	73
-0.105360516	0.622088	0.5	73
0	0.622088	0.5	73
0	0.622088	0.5	73
0	0.622088	0.5	73
0	0.622088	0.5	73
0.182321557	0.622088	0.5	73
0.182321557	0.622088	0.5	73
0.182321557	0.622088	0.5	73
0.182321557	0.622088	0.5	73
0.262364264	0.622088	0.5	73
0.336472237	0.622088	0.5	73
0.336472237	0.622088	0.5	73
0.405465108	0.622088	0.5	73
0.405465108	0.622088	0.5	73
0.405465108	0.622088	0.5	73
0.405465108	0.622088	0.5	73
0.405465108	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.470003629	0.622088	0.5	73
0.530628251	0.622088	0.5	73
0.530628251	0.622088	0.5	73
0.530628251	0.622088	0.5	73
0.587786665	0.622088	0.5	73
0.587786665	0.622088	0.5	73
0.587786665	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.641853886	0.622088	0.5	73
0.693147181	0.622088	0.5	73
0.741937345	0.622088	0.5	73
0.741937345	0.622088	0.5	73
0.741937345	0.622088	0.5	73
0.78845736	0.622088	0.5	73
0.78845736	0.622088	0.5	73
0.78845736	0.622088	0.5	73
0.832909123	0.622088	0.5	73
0.832909123	0.622088	0.5	73
0.832909123	0.622088	0.5	73
0.875468737	0.622088	0.5	73
0.875468737	0.622088	0.5	73
0.916290732	0.622088	0.5	73
0.916290732	0.622088	0.5	73
0.916290732	0.622088	0.5	73
1.029619417	0.622088	0.5	73
1.029619417	0.622088	0.5	73
1.064710737	0.622088	0.5	73
1.098612289	0.622088	0.5	73
1.131402111	0.622088	0.5	73
1.131402111	0.622088	0.5	73
1.16315081	0.622088	0.5	73
1.16315081	0.622088	0.5	73
1.16315081	0.622088	0.5	73
1.16315081	0.622088	0.5	73
1.193922468	0.622088	0.5	73
1.193922468	0.622088	0.5	73
1.223775432	0.622088	0.5	73
1.223775432	0.622088	0.5	73
1.223775432	0.622088	0.5	73
1.223775432	0.622088	0.5	73
1.223775432	0.622088	0.5	73
1.252762968	0.622088	0.5	73
1.252762968	0.622088	0.5	73
1.280933845	0.622088	0.5	73
1.280933845	0.622088	0.5	73
1.30833282	0.622088	0.5	73
1.30833282	0.622088	0.5	73
1.386294361	0.622088	0.5	73
1.458615023	0.622088	0.5	73
1.481604541	0.622088	0.5	73
1.481604541	0.622088	0.5	73
1.526056303	0.622088	0.5	73
1.547562509	0.622088	0.5	73
1.547562509	0.622088	0.5	73
1.62924054	0.622088	0.5	73
1.704748092	0.622088	0.5	73
1.704748092	0.622088	0.5	73
1.740466175	0.622088	0.5	73
1.871802177	0.622088	0.5	73
1.987874348	0.622088	0.5	73
1.987874348	0.622088	0.5	73
2.174751721	0.622088	0.5	73
2.174751721	0.622088	0.5	73
2.406945108	0.622088	0.5	73
2.415913778	0.622088	0.5	73
2.468099531	0.622088	0.5	73
2.708050201	0.622088	0.5	73
3.47506723	0.622088	0.5	73
0.693147181	1.12344	-0.5	70
0.78845736	1.12344	-0.5	70
2.028148247	1.12344	-0.5	70
0.09531018	1.12344	0.5	70
0.336472237	1.12344	0.5	70
0.470003629	1.12344	0.5	70
0.641853886	1.12344	0.5	70
0.832909123	1.12344	0.5	70
0.993251773	1.12344	0.5	70
0.993251773	1.12344	0.5	70
1.223775432	1.12344	0.5	70
1.223775432	1.12344	0.5	70
1.335001067	1.12344	0.5	70
1.62924054	1.12344	0.5	70
1.62924054	1.12344	0.5	70
1.62924054	1.12344	0.5	70
1.757857918	1.12344	0.5	70
1.871802177	1.12344	0.5	70
1.902107526	1.12344	0.5	70
1.960094784	1.12344	0.5	70
2.014903021	1.12344	0.5	70
2.014903021	1.12344	0.5	70
2.128231706	1.12344	0.5	70
2.681021529	1.12344	0.5	70
0.470003629	1.30971	0.5	71
1.098612289	1.30971	0.5	71
1.30833282	1.30971	0.5	71
1.335001067	1.30971	0.5	71
1.504077397	1.30971	0.5	71
1.648658626	1.30971	0.5	71
2.00148	1.30971	0.5	71
2.140066163	1.30971	0.5	71
2.163323026	1.30971	0.5	71
2.370243741	1.30971	0.5	71
1.526056303	1.60124	0.5	72
2.091864062	1.60124	0.5	72
0.470003629	1.37167	0.5	74
0.916290732	1.37167	0.5	74
1.131402111	1.37167	0.5	74
1.589235205	1.37167	0.5	74
0.78845736	0.95424	0.5	75
1.808288771	0.95424	0.5	75
1.931521412	0.95424	0.5	75
1.098612289	1.64476	0.5	76
1.410986974	1.64476	0.5	76
1.916922612	1.64476	0.5	76
2.965273066	1.64476	0.5	76
0.182321557	1.16193	0.5	77
1.16315081	1.16193	0.5	77
2.140066163	1.16193	0.5	77
2.208274414	1.16193	0.5	77
2.272125886	1.16193	0.5	77
2.451005098	1.16193	0.5	77
1.193922468	0.510671	-0.5	78
-0.223143551	0.510671	0.5	78
1.098612289	0.510671	0.5	78
1.568615918	0.510671	0.5	78
1.589235205	0.510671	0.5	78
0	1.23666	-0.5	79
-0.693147181	1.23666	0.5	79
0.587786665	1.23666	0.5	79
2.240709689	1.23666	0.5	79
0.587786665	0.862876	-0.5	80
1.887069649	0.862876	-0.5	80
-0.105360516	0.862876	0.5	80
-0.105360516	0.862876	0.5	80
0.09531018	0.862876	0.5	80
0.262364264	0.862876	0.5	80
0.336472237	0.862876	0.5	80
0.470003629	0.862876	0.5	80
0.530628251	0.862876	0.5	80
0.587786665	0.862876	0.5	80
0.641853886	0.862876	0.5	80
0.641853886	0.862876	0.5	80
0.78845736	0.862876	0.5	80
0.832909123	0.862876	0.5	80
0.916290732	0.862876	0.5	80
